,tweet,date,id,location,id_user,score,Country,Country_real,Compound
161,"Backfire

Twitter won’t restart paid verification until ‘significant impersonations’ stop, Elon Musk says

https://t.co/7OMlxwt6IQ",2022-12-07 23:59:33+00:00,1600641190994518016,"Annapolis, MD",1116561836,"{'neg': 0.089, 'neu': 0.778, 'pos': 0.132, 'compound': 0.2732}",Annapolis MD,United States,0.2732
162,"RT @MrJonasDanner: Haha, das ist doch alles nur noch ein Witz. Faucis Tochter hat bei Twitter gearbeitet und wir erfahren das erst jetzt.…",2022-12-07 23:59:32+00:00,1600641190545821696,,1359944649448767489,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",,,-0.296
163,RT @JDCocchiarella: Time’s Person of the Year going from Elon Musk to President Zelensky is an upgrade for the ages.,2022-12-07 23:59:32+00:00,1600641187509329920,"Los Angeles, CA",1619622464,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.4588}",Los Angeles CA,United States,0.4588
164,"RT @Mollyploofkins: Who should receive Time Magazine's 2022 'Person of the Year'?

The finalists are:

1) Volodymyr Zelenskyy
2) Elon Musk…",2022-12-07 23:59:31+00:00,1600641185890050049,,1540791031955968000,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
165,@ABC Why hasn’t your trash network covered the information Elon Musk has revealed about FBI corruption and election… https://t.co/OpFviUqAaB,2022-12-07 23:59:31+00:00,1600641185634205696,"Fort Lauderdale, FL",1491782904225009668,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Fort Lauderdale FL,United States,0.0
166,RT @JonathanTurley: Dorsey just called on Musk to release everything without filters. https://t.co/UiQxqoZ0KM That is precisely what some o…,2022-12-07 23:59:30+00:00,1600641181632839680,,1518662743666184196,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
167,RT @thebradfordfile: Elon Musk really did purchase a crime scene.,2022-12-07 23:59:29+00:00,1600641176150765570,,1407483175610118146,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
168,RT @mirandadevine: The only mention in the NYT of Elon Musk’s Friday #TwitterFiles came two days late and then only to trivialize the issue…,2022-12-07 23:59:29+00:00,1600641174729097221,,828827762974654464,"{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.5809}",,,-0.5809
169,"RT @emilykschrader: اگر او به مردمش اجازه استفاده از این پلتفرم را نمیدهد، چرا شما به او اجازه استفاده از این پلتفرم را میدهید؟

امضا کنیم…",2022-12-07 23:59:28+00:00,1600641172858458115,تهران,1571581782998360065,"{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.2732}",تهران,ایران,-0.2732
170,RT @ChrisJBakke: BREAKING: Elon Musk is the first person in 70 years to successfully create new housing in San Francisco. https://t.co/55j1…,2022-12-07 23:59:28+00:00,1600641170329276417,Lima,1570190565286809601,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Lima,Perú,0.0
171,RT @CollinRugg: Should Elon Musk move all of his companies’ headquarters to Texas including Twitter?,2022-12-07 23:59:28+00:00,1600641169951711234,,1263278306906050562,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.6486}",,,0.6486
172,"RT @ThatmattersNews: BREAKING 

Elon Musk has reportedly made an offer to buy the FBI from the Clintons https://t.co/5VfPqJflfc",2022-12-07 23:59:27+00:00,1600641169431855104,Japan,1157973368844345344,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Japan,日本,0.0
173,"RT @JackPosobiec: BREAKING: Elon Musk confirms data may have been HIDDEN and DELETED from the Twitter Files

https://t.co/7hAiiDcK2R",2022-12-07 23:59:27+00:00,1600641167204708353,"Atlanta, GA",741743875,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Atlanta GA,United States,0.0
174,"RT @theblaze: Janitors' union called a strike outside of Twitter headquarters in San Francisco, so @ElonMusk cancelled its contract and fir…",2022-12-07 23:59:27+00:00,1600641166910840832,,1562865405127176193,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
175,"RT @JamesBradleyCA: If Elon Musk is getting death threats, it’s definitely NOT from our side. 

Because WE’RE NOT THE VIOLENT ONES.",2022-12-07 23:59:26+00:00,1600641165229162496,,1585979487162077184,"{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.4173}",,,-0.4173
176,RT @MattWallace888: Do you support Elon Musk moving Twitter HQ to a different state?,2022-12-07 23:59:26+00:00,1600641162062299138,"Dallas, TX",1167256940310872065,"{'neg': 0.223, 'neu': 0.565, 'pos': 0.212, 'compound': -0.0802}",Dallas TX,United States,-0.0802
177,"RT @JamesClayton5: There are even slippers. Former staff say Elon Musk's room is a converted conference room - and ""looks like a hotel room…",2022-12-07 23:59:25+00:00,1600641160435097601,cloud,228231949,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}",cloud,United States,0.4019
178,"RT @JackPosobiec: BREAKING: Elon Musk just confirmed data may have been hidden and deleted from the Twitter Files

This revelation follows…",2022-12-07 23:59:25+00:00,1600641160053227520,,822613897026961408,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",,,0.3612
179,"RT @JackPosobiec: BREAKING: Elon Musk just confirmed data may have been hidden and deleted from the Twitter Files

This revelation follows…",2022-12-07 23:59:25+00:00,1600641158232690690,,1379635526647435264,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
180,"RT @theblaze: Janitors' union called a strike outside Twitter, so Elon Musk cancelled its contract and fired the janitors https://t.co/KsXy…",2022-12-07 23:59:24+00:00,1600641154512752640,"Gilbert, AZ",1587186900833472512,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Gilbert AZ,United States,0.0
181,"RT @thebradfordfile: If Elon Musk didn't buy twitter, the FBI would still be silencing voices for the regime.",2022-12-07 23:59:24+00:00,1600641154088935424,"Hawthorn Woods, IL",1519065543227199491,"{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.7479}",Hawthorn Woods IL,United States,-0.7479
182,RT @SteveHiltonx: Just when you think the FBI can't be involved we've now learned that an FBI attorney was tasked with reviewing the Twitte…,2022-12-07 23:59:23+00:00,1600641151572246528,,2896076546,"{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.128}",,,-0.128
183,RT @ChrisJBakke: BREAKING: Elon Musk is the first person in 70 years to successfully create new housing in San Francisco. https://t.co/55j1…,2022-12-07 23:59:23+00:00,1600641151379378176,,1083937921068138498,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
184,RT @CerfiaFR: 🇫🇷 FLASH | Bernard #Arnault est redevenu l’homme le plus riche du monde selon #Forbes et dépasse désormais Elon #Musk avec un…,2022-12-07 23:59:23+00:00,1600641150482001920,"Las Noches, Hueco Mundo",1355892630081646593,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.6486}",Las Noches Hueco Mundo,,0.6486
185,RT @alx: BREAKING: Elon Musk has fired Twitter’s Deputy General Counsel Jim Baker “in light of concerns about Baker’s possible role in supp…,2022-12-07 23:59:22+00:00,1600641148464291840,,1586368688797663236,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
186,RT @CollinRugg: Should Elon Musk move all of his companies’ headquarters to Texas including Twitter?,2022-12-07 23:59:22+00:00,1600641146862059521,"Dallas, TX",1167256940310872065,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.5574}",Dallas TX,United States,-0.5574
187,@contextTRcrypto @pusholder Hayatımda aldığım en saçma coin. Elon musk'ın annesinin coini diye coin mi alınır ya,2022-12-07 23:59:22+00:00,1600641145507401730,,1071424101259075584,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
188,RT @MattWallace888: Elon Musk would still be the richest man on earth right now if he didn’t spend 44 billion on Twitter to save free speec…,2022-12-07 23:59:21+00:00,1600641144462901250,ghana ,3108154829,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",ghana,Ghana,0.0
189,RT @CollinRugg: Should Elon Musk move all of his companies’ headquarters to Texas including Twitter?,2022-12-07 23:59:21+00:00,1600641143104065541,,1260029674563883009,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.872}",,,0.872
190,RT @OccupyDemocrats: BREAKING: Elon Musk lashes out at the Mayor of San Francisco for investigating Twitter for mistreating its workers by…,2022-12-07 23:59:21+00:00,1600641141812101121,,1521258559258132480,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
191,RT @SharylAttkisson: (READ) Elon Musk fires ex-FBI's James Baker at Twitter https://t.co/JLB63hozFB,2022-12-07 23:59:20+00:00,1600641139992059904,,1496986360141565953,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
192,"RT @CollinRugg: Elon Musk just said the ""most important data was hidden"" from the Twitter Files.

Jim Baker, a former FBI agent, was most l…",2022-12-07 23:59:20+00:00,1600641139463393280,,1594330441439387648,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
193,"RT @JamesfWells: Gov Ron Desantis and Elon Musk declare war on mRNA jab manufacturers 👏👏

@RonDeSantisFL @elonmusk https://t.co/drCb4Yaz4m",2022-12-07 23:59:20+00:00,1600641139081711617,Miami ,38221423,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.2716}",Miami,United States,0.2716
194,"RT @JamesfWells: Gov Ron Desantis and Elon Musk declare war on mRNA jab manufacturers 👏👏

@RonDeSantisFL @elonmusk https://t.co/drCb4Yaz4m",2022-12-07 23:59:20+00:00,1600641138448248833,,1575332586359881728,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.5994}",,,-0.5994
195,"RT @ShresthaAlishna: If Elon Musk is getting death threats, it’s definitely NOT from our side. 

Because WE’RE NOT THE VIOLENT ONES.",2022-12-07 23:59:20+00:00,1600641136221048832,"California, USA",815330441209073664,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.5994}",California USA,United States,-0.5994
196,"RT @EmmaRincon: 🇺🇸 | @elonmusk: ""Estoy haciendo que eliminar la explotación sexual infantil de Twitter sea mi prioridad número 1"".

Gobiern…",2022-12-07 23:59:18+00:00,1600641129149505536,Venezuela,127320282,"{'neg': 0.223, 'neu': 0.565, 'pos': 0.212, 'compound': -0.0802}",Venezuela,Venezuela,-0.0802
197,Elon Musk is my god,2022-12-07 23:59:18+00:00,1600641128218255360,,989898582764515328,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
198,"RT @laderechadiario: 🇺🇲 | Elon Musk finalmente despidió de Twitter al consejero general Jim Baker.

Baker, un ex agente del FBI y ex asesor…",2022-12-07 23:59:16+00:00,1600641121767591943,,1461882312925368326,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.2732}",,,0.2732
199,RT @ChrisJBakke: BREAKING: Elon Musk is the first person in 70 years to successfully create new housing in San Francisco. https://t.co/55j1…,2022-12-07 23:59:16+00:00,1600641121679556610,"New York, USA",73163090,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",New York USA,United States,0.0
200,"RT @RepAdamSchiff: On Elon Musk's Twitter:

- Slurs against Black people have tripled
- Slurs against women are up 33%
- Slurs against Jewi…",2022-12-08 23:59:59+00:00,1601003691242201088,SOMEWHERE IN JUPITER,1425072587399385093,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.6486}",SOMEWHERE IN JUPITER,,0.6486
201,"RT @PamelaHensley22: Jack Dorsey urges Elon Musk to release all the ""Twitter Files."" So why didn't Jack do that?",2022-12-08 23:59:58+00:00,1601003686821781504,,1099326672,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
202,RT @MollyJongFast: Lol https://t.co/HpaSgiUuIF,2022-12-08 23:59:58+00:00,1601003684460056577,,103275612,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
203,RT @ChuckCallesto: BREAKING REPORT: Adam Schiff absolutely humiliated after getting FACT CHECKED BY ELON MUSK for falsely claiming that hat…,2022-12-08 23:59:57+00:00,1601003680299638784,Canada,810234389812613120,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",Canada,Canada,0.4215
204,RT @CerfiaFR: 🇫🇷 FLASH | Bernard #Arnault est redevenu l’homme le plus riche du monde selon #Forbes et dépasse désormais Elon #Musk avec un…,2022-12-08 23:59:56+00:00,1601003678533439488,"Nanterre, France",838442516,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4005}",Nanterre France,France,-0.4005
205,RT @TheOnion: Elon Musk Worried He Won’t Have Enough Twitter Employees Left To Fire On Christmas Eve https://t.co/raLWDda8MZ https://t.co/E…,2022-12-08 23:59:55+00:00,1601003673001562114,"St Paul, MN",1197875194792202240,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",St Paul MN,United States,0.0
206,RT @OMGno2trump: I'm telling you that Elon Musk is weaponizing Twitter for propaganda and disinformation.  Start making plans to leave.  It…,2022-12-08 23:59:53+00:00,1601003664176730112,"Kentucky, USA",213047019,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.5574}",Kentucky USA,United States,-0.5574
207,"RT @libe: 💰 Bernard Arnault est l'homme le plus riche du monde, devant Elon Musk. En 10 ans, il a multiplié x6 son patrimoine

Lire plus :…",2022-12-08 23:59:52+00:00,1601003659252625409,"Ile-de-France, France",1526610212324618242,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.296}",IledeFrance France,,-0.296
208,RT @ChuckCallesto: BREAKING REPORT: Adam Schiff absolutely humiliated after getting FACT CHECKED BY ELON MUSK for falsely claiming that hat…,2022-12-08 23:59:51+00:00,1601003654697275394,United States,498261810,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United States,United States,0.0
209,"RT @JohnnaCrider1: I appreciate Elon Musk and his dedication, kindness and love for humanity.",2022-12-08 23:59:50+00:00,1601003653371858945,"Alabama, USA",1519529509896302593,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4005}",Alabama USA,United States,-0.4005
210,"RT @RepAdamSchiff: On Elon Musk's Twitter:

- Slurs against Black people have tripled
- Slurs against women are up 33%
- Slurs against Jewi…",2022-12-08 23:59:50+00:00,1601003651396677634,USA,1370854838276345858,"{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.872}",USA,United States,0.872
211,RT @EddieZipperer: This MSNBC piece accuses @elonmusk of disproportionally suspending left-wing accounts (based on entirely anecdotal evide…,2022-12-08 23:59:49+00:00,1601003649538265089,,1586752473766760452,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
212,"RT @silvionavarro: Isso é de uma gravidade sem tamanho. Pode ser o primeiro passo para desmascarar algo muito, mas muito sujo.

Keep going,…",2022-12-08 23:59:49+00:00,1601003648971984896,,1404986638569283586,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.34}",,,-0.34
213,RT @Byron_Wan: Will Tom Zhu and his team from China still obey Chinese law or do CCP’s bidding when required? https://t.co/tjGYVSaJqu,2022-12-08 23:59:49+00:00,1601003646866837504,Canada,703993530,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada,Canada,0.0
214,"RT @RepAdamSchiff: When he's not sabotaging safeguards against digital misinformation and hate, 

Or laying off thousands of employees,

El…",2022-12-08 23:59:49+00:00,1601003646476603394,"Big bad city, East Coast USA",19196632,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Big bad city East Coast USA,,0.0
215,"RT @thebradfordfile: Elon Musk publicly calling out liars like Hillary Clinton, Adam Schiff, and Elizabeth Warren is the very best of twitt…",2022-12-08 23:59:48+00:00,1601003641837563904,GA,36655389,"{'neg': 0.334, 'neu': 0.666, 'pos': 0.0, 'compound': -0.7927}",GA,Gabon,-0.7927
216,"RT @OccupyDemocrats: BREAKING: Twitter CEO Elon Musk reinstates the banned Twitter account of Trump associate Roger Stone, who helped Trump…",2022-12-08 23:59:47+00:00,1601003638625038336,"California, USA",1364821430,"{'neg': 0.116, 'neu': 0.646, 'pos': 0.238, 'compound': 0.5563}",California USA,United States,0.5563
217,RT @OleShonko: Elon musk has changed Twitter like button from ❤️ to 💙 https://t.co/RJueV7OHyS,2022-12-08 23:59:45+00:00,1601003631544700928,,1574823327473930240,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.4588}",,,-0.4588
218,"RT @rico_brick: EU-Mann Breton droht mit Strafzahlungen &amp; weitere Maßnahmen: ""Niemand sollte sich täuschen: Wir werden das auch tun, wenn e…",2022-12-08 23:59:44+00:00,1601003626306027521,European Union/Born in Athens,712439909143937024,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",European UnionBorn in Athens,,0.3612
219,"Picking Politics over Pollution!
“House Democrats abruptly cancel Big #Oil hearing where Elon Musk was scheduled to… https://t.co/c9oErnwBgc",2022-12-08 23:59:44+00:00,1601003625744158722,"Frostburg, MD",892064924477816835,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Frostburg MD,United States,0.0
220,"RT @thebradfordfile: Elon Musk publicly calling out liars like Hillary Clinton, Adam Schiff, and Elizabeth Warren is the very best of twitt…",2022-12-08 23:59:43+00:00,1601003623256797185,,1454085272694661123,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.3164}",,,-0.3164
221,"RT @jimmy_wales: This is one of the best articles about how Wikipedia works that I have ever seen:

https://t.co/8JoLph7O4s",2022-12-08 23:59:42+00:00,1601003619498631168,"Paris, France",72031697,"{'neg': 0.116, 'neu': 0.646, 'pos': 0.238, 'compound': 0.5563}",Paris France,France,0.5563
222,"@m00seknuck13 @Sizelovr99 @Falkenlurch @elizableu @elonmusk Sizelove99,
https://t.co/tLK3WGpCOl",2022-12-08 23:59:42+00:00,1601003617644736512,"San Jose, CA (Silicon Valley)",28936899,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.6369}",San Jose CA Silicon Valley,United States,0.6369
223,RT @MattWallace888: Elon Musk has turned Twitter into the only trustworthy social media company!,2022-12-08 23:59:41+00:00,1601003613023014912,,1500220604431044609,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
224,RT @ProgressiveTex: Elon Musk discriminated against women. Surprise. #ProudBlue22 #DemVoice1,2022-12-08 23:59:37+00:00,1601003599383121922,Atlanta,924616158,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.5983}",Atlanta,United States,0.5983
225,RT @TheOnion: Elon Musk Worried He Won’t Have Enough Twitter Employees Left To Fire On Christmas Eve https://t.co/raLWDda8MZ https://t.co/E…,2022-12-08 23:59:36+00:00,1601003593670152192,"Carson, CA",843573812968927232,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",Carson CA,United States,0.2732
226,"RT @ChuckCallesto: They're getting squirmy now that they can't get away with lying.. 🤣🤣

Read More: 👇🏽

https://t.co/Xjozz80KTo",2022-12-08 23:59:35+00:00,1601003588834451456,"Tennessee, USA",1585418441984512000,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.5574}",Tennessee USA,United States,-0.5574
227,"RT @thebradfordfile: Elon Musk publicly calling out liars like Hillary Clinton, Adam Schiff, and Elizabeth Warren is the very best of twitt…",2022-12-08 23:59:35+00:00,1601003588058501121,,1433816626072211459,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
228,Elon Musk: Twitter Files to Expose All Hidden Data on Social Media; Jack Dorsey’s Management has One Too? https://t.co/fN2d8YqJuE,2022-12-08 23:59:34+00:00,1601003585751220224,,970075125662990336,"{'neg': 0.116, 'neu': 0.646, 'pos': 0.238, 'compound': 0.5563}",,,0.5563
229,RT @MattWallace888: Elon Musk has turned Twitter into the only trustworthy social media company!,2022-12-08 23:59:34+00:00,1601003585612894208,,1589334762833018886,"{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.1531}",,,-0.1531
230,RT @ChuckCallesto: BREAKING REPORT: Adam Schiff absolutely humiliated after getting FACT CHECKED BY ELON MUSK for falsely claiming that hat…,2022-12-08 23:59:34+00:00,1601003584019386369,,1421220785864204289,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.5983}",,,0.5983
231,RT @MattWallace888: Elon Musk has turned Twitter into the only trustworthy social media company!,2022-12-08 23:59:33+00:00,1601003582681071616,,1565712039745654785,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4005}",,,-0.4005
232,RT @MattWallace888: Elon Musk has turned Twitter into the only trustworthy social media company!,2022-12-08 23:59:33+00:00,1601003581427298304,"Virginia, USA",257152262,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.5983}",Virginia USA,United States,0.5983
233,"Elon Musk, we're calling you
To help us with our journey anew
We know it's a big ask
But we're ready to make this t… https://t.co/6elIpevW8n",2022-12-08 23:59:33+00:00,1601003578742648833,,2361623101,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.5983}",,,0.5983
234,"RT @TheLastRefuge2: Look at the presentation of how this guy was being positioned (early '21), in the context of the timing of the Trump Tr…",2022-12-08 23:59:32+00:00,1601003576960045056,#MAGA  CONGRESS YOU WORK FOR US - DO YOUR JOB!,48409823,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6249}",MAGA  CONGRESS YOU WORK FOR US  DO YOUR JOB,,0.6249
235,"RT @ericareport: Since Elon Musk bought Twitter:

- Slurs against Black people have tripled
- Slurs against women are up 33%
- Slurs agains…",2022-12-08 23:59:31+00:00,1601003572170457089,,1300946338960424960,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
236,RT @seobnator: ever since elon musk took over twitter ggs have been declining.. this is his fault,2022-12-08 23:59:30+00:00,1601003566994690048,they/she • kurdish iranian ! ,1147572703467098112,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",theyshe  kurdish iranian,,0.0
237,"RT @CollinRugg: Elon Musk caught the FBI in bed with Twitter and exposed it for the whole world to see.

I love New Twitter.",2022-12-08 23:59:29+00:00,1601003563081031681,"Barberton, South Africa",1227828996,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.4019}",Barberton South Africa,South Africa,-0.4019
238,"RT @RepAdamSchiff: On Elon Musk's Twitter:

- Slurs against Black people have tripled
- Slurs against women are up 33%
- Slurs against Jewi…",2022-12-08 23:59:29+00:00,1601003562544209920,boandsunny,2190334998,"{'neg': 0.049, 'neu': 0.792, 'pos': 0.158, 'compound': 0.5994}",boandsunny,,0.5994
239,"@Beard_Vet Why are there so many people that think Elon Musk is releasing the contents of Hunter's laptop?
Musk is… https://t.co/hqlbA6x9mk",2022-12-08 23:59:27+00:00,1601003557503008768,,1504224012431331334,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
240,RT @ChuckCallesto: BREAKING REPORT: Adam Schiff absolutely humiliated after getting FACT CHECKED BY ELON MUSK for falsely claiming that hat…,2022-12-08 23:59:27+00:00,1601003557385228288,Not Russia ,337478760,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Not Russia,Россия,0.0
241,"RT @accountabletech: Do advertisers really want their content next to posts from white supremacists?

Maybe they should think twice about w…",2022-12-08 23:59:25+00:00,1601003548036079617,"Den Haag, Nederland",376920145,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4005}",Den Haag Nederland,Nederland,-0.4005
242,RT @Byron_Wan: Will Tom Zhu and his team from China still obey Chinese law or do CCP’s bidding when required? https://t.co/tjGYVSaJqu,2022-12-08 23:59:25+00:00,1601003545141968896,"Los Angeles, CA",2888593734,"{'neg': 0.089, 'neu': 0.841, 'pos': 0.071, 'compound': -0.1045}",Los Angeles CA,United States,-0.1045
243,"Pilin? Que carajos es eso? Se llama Elon Musk, porque es asquerosamente rico... https://t.co/ipVwdNmIlq",2022-12-08 23:59:23+00:00,1601003540709019649,,989755431592460288,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
244,"Topping my Tweeted Times: Elon Musk Brings in Cousins, Confidants, and Bari Weiss to Twitter… https://t.co/d8HF4OMSY6",2022-12-08 23:59:23+00:00,1601003540423606272,"here, now",7474622,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",here now,Việt Nam,0.0
245,"Top story: Elon Musk Brings in Cousins, Confidants, and Bari Weiss to Twitter https://t.co/81ORvko29K, see more https://t.co/xQorfIpuux",2022-12-08 23:59:23+00:00,1601003538959765506,"Ontario, Canada",8381832,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Ontario Canada,Canada,0.0
246,RT @thebradfordfile: Can you feel the shift? Democrats are losing the narrative. Elon Musk is a game-changer.,2022-12-08 23:59:23+00:00,1601003537810350080,,1519033461327241217,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.2023}",,,0.2023
247,RT @TaraBull808: Lying scumbags like @RepAdamSchiff continue to paint Twitter in a negative light with false claims yet fail to recognize E…,2022-12-08 23:59:23+00:00,1601003537567166465,,1589441885877067776,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.3818}",,,-0.3818
248,RT @stratosphere53: Kyle Rittenhouse and Nicholas Sandmann requested something from Elon Musk that has Democrats nervous https://t.co/FvAa5…,2022-12-08 23:59:23+00:00,1601003536791502850,Atlanta,50626909,"{'neg': 0.352, 'neu': 0.565, 'pos': 0.083, 'compound': -0.8442}",Atlanta,United States,-0.8442
249,@tompayne36 @johnwalters_sd @Jason @RepAdamSchiff @RepMarkTakano https://t.co/kh1VaKhms2,2022-12-08 23:59:22+00:00,1601003533385416705,Arkansas,223153775,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.2732}",Arkansas,United States,-0.2732
250,https://t.co/filSI5zy3m,2022-12-08 23:59:20+00:00,1601003527429820416,"Tilburg, Nederland",17086226,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Tilburg Nederland,Nederland,0.0
251,@salesanak Elon Musk fazendo foguete e a grt c medo de macumba,2022-12-08 23:59:20+00:00,1601003526872002560,"Volta Redonda, Brasil",1189304145058160644,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Volta Redonda Brasil,Brasil,0.0
252,"RT @JohnnaCrider1: I appreciate Elon Musk and his dedication, kindness and love for humanity.",2022-12-08 23:59:20+00:00,1601003525214871552,,1434912022387310597,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",,,0.0
